user_id,station_id,ts,clicks_1h,clicks_24h,purchases_7d,y
466,46,2025-01-23T11:58:00,2,15,0,1
176,18,2025-01-25T19:31:00,0,9,1,0
167,50,2025-01-20T03:57:00,3,2,0,0
225,16,2025-01-16T06:05:00,0,2,0,1
12,9,2025-01-04T10:16:00,4,5,0,0
396,29,2025-01-11T02:37:00,2,10,0,0
361,17,2025-01-12T22:55:00,0,0,1,1
413,32,2025-01-03T12:27:00,2,6,1,0
17,33,2025-01-16T05:14:00,2,3,0,0
290,6,2025-01-26T17:48:00,2,3,1,1
473,30,2025-01-29T02:19:00,1,4,2,0
239,29,2025-01-08T06:14:00,1,5,0,0
355,48,2025-01-21T00:17:00,3,6,0,1
5,15,2025-01-16T00:07:00,0,6,1,1
235,42,2025-01-10T10:48:00,2,3,0,0
79,13,2025-01-08T01:57:00,2,8,2,0
400,9,2025-01-25T21:54:00,1,6,2,0
104,20,2025-01-08T18:21:00,0,6,1,0
71,29,2025-01-06T22:28:00,2,4,0,0
195,4,2025-01-21T16:02:00,0,5,1,1
497,12,2025-01-24T09:27:00,4,6,2,1
251,48,2025-01-28T20:39:00,0,12,0,1
260,24,2025-01-23T02:04:00,1,7,0,0
205,7,2025-01-17T11:24:00,0,6,3,1
118,45,2025-01-05T04:14:00,0,0,1,0
374,42,2025-01-16T01:05:00,5,11,1,1
72,45,2025-01-22T17:09:00,2,5,1,0
191,40,2025-01-20T05:09:00,2,4,1,1
415,43,2025-01-09T14:22:00,0,10,1,1
207,41,2025-01-18T07:36:00,3,6,0,1
456,31,2025-01-02T21:22:00,1,4,0,0
370,34,2025-01-09T01:24:00,2,7,1,0
58,31,2025-01-22T11:17:00,5,9,0,0
327,1,2025-01-15T12:09:00,0,5,0,0
490,40,2025-01-05T17:17:00,0,5,1,1
67,10,2025-01-11T14:21:00,0,0,0,0
128,15,2025-01-12T17:47:00,3,12,0,1
267,34,2025-01-27T14:25:00,3,7,1,1
75,38,2025-01-02T21:22:00,1,0,0,0
8,10,2025-01-30T05:11:00,5,11,1,1
248,23,2025-01-09T21:04:00,0,1,0,0
319,17,2025-01-26T04:14:00,0,6,0,0
457,12,2025-01-12T22:50:00,0,10,1,1
439,22,2025-01-24T22:57:00,1,11,0,0
49,15,2025-01-22T03:38:00,2,5,0,0
232,28,2025-01-26T12:20:00,2,6,1,0
482,33,2025-01-10T04:51:00,3,11,1,0
270,39,2025-01-08T05:46:00,0,3,2,0
356,34,2025-01-08T22:08:00,1,6,1,1
432,49,2025-01-08T06:04:00,0,3,0,1
497,26,2025-01-14T19:51:00,0,7,0,1
370,20,2025-01-01T08:23:00,4,11,0,0
305,5,2025-01-04T00:41:00,2,5,0,0
500,16,2025-01-19T03:20:00,2,2,0,0
37,15,2025-01-13T21:42:00,3,10,0,0
106,29,2025-01-07T19:32:00,0,0,1,1
53,50,2025-01-29T22:32:00,0,3,0,0
313,30,2025-01-08T07:51:00,7,15,1,1
21,25,2025-01-12T23:01:00,3,10,0,0
407,32,2025-01-14T13:57:00,2,8,2,0
186,16,2025-01-23T20:09:00,4,2,0,0
144,47,2025-01-13T21:19:00,4,6,0,1
183,6,2025-01-01T22:07:00,4,12,1,1
341,18,2025-01-06T01:33:00,5,9,0,1
311,34,2025-01-18T17:53:00,2,7,1,1
49,8,2025-01-12T04:37:00,0,8,1,0
382,3,2025-01-17T03:20:00,0,2,0,1
205,41,2025-01-20T23:38:00,1,5,0,0
51,19,2025-01-20T02:10:00,3,3,1,0
177,23,2025-01-12T15:38:00,1,11,0,1
394,11,2025-01-10T20:41:00,0,2,0,0
400,12,2025-01-24T01:57:00,3,5,0,0
117,21,2025-01-15T06:03:00,4,11,0,0
96,49,2025-01-18T18:00:00,3,13,0,1
186,49,2025-01-08T13:54:00,3,7,2,0
359,42,2025-01-26T20:11:00,1,9,1,1
48,6,2025-01-28T13:08:00,4,6,1,1
182,26,2025-01-07T09:18:00,2,6,2,0
151,40,2025-01-27T06:42:00,3,7,1,1
80,43,2025-01-13T19:02:00,3,8,0,0
226,42,2025-01-11T03:53:00,3,9,2,1
225,27,2025-01-26T15:39:00,0,3,0,0
322,37,2025-01-18T22:49:00,1,1,2,1
190,24,2025-01-12T00:21:00,1,8,1,0
360,16,2025-01-25T19:56:00,1,5,3,0
275,21,2025-01-06T02:28:00,2,3,0,0
284,15,2025-01-22T12:13:00,1,11,0,0
34,11,2025-01-02T08:09:00,0,3,1,0
76,5,2025-01-17T11:06:00,4,10,0,0
366,39,2025-01-23T16:05:00,0,7,1,0
159,35,2025-01-15T04:46:00,0,8,2,1
277,44,2025-01-28T01:01:00,1,6,0,0
62,50,2025-01-04T13:33:00,0,2,0,0
308,50,2025-01-09T11:53:00,2,6,2,1
49,26,2025-01-27T10:57:00,1,1,1,0
434,22,2025-01-09T15:52:00,3,9,0,0
95,17,2025-01-19T14:27:00,2,9,0,0
49,34,2025-01-13T01:33:00,4,9,1,1
87,1,2025-01-25T09:56:00,3,8,0,1
192,5,2025-01-09T04:17:00,3,11,1,1
447,44,2025-01-08T08:56:00,0,2,2,0
91,33,2025-01-08T02:35:00,2,4,0,0
407,8,2025-01-15T12:25:00,2,6,0,1
52,32,2025-01-10T02:58:00,0,0,3,0
281,25,2025-01-21T17:15:00,4,7,1,1
492,32,2025-01-09T21:43:00,2,6,3,1
432,43,2025-01-28T05:40:00,3,10,0,0
295,45,2025-01-25T13:00:00,0,4,0,1
391,13,2025-01-14T15:59:00,3,6,0,1
54,21,2025-01-26T21:02:00,0,5,0,1
351,45,2025-01-03T20:12:00,1,5,1,0
461,37,2025-01-26T00:52:00,2,9,1,0
198,13,2025-01-17T08:13:00,2,6,1,0
269,12,2025-01-24T11:41:00,0,8,1,0
457,15,2025-01-15T21:51:00,3,8,1,1
473,25,2025-01-10T17:02:00,2,6,0,1
469,22,2025-01-09T09:23:00,5,9,0,1
73,39,2025-01-12T12:53:00,0,3,2,0
462,41,2025-01-15T10:19:00,3,13,0,0
213,27,2025-01-18T11:55:00,1,12,1,0
321,45,2025-01-19T07:57:00,5,11,2,1
59,8,2025-01-08T13:35:00,3,5,1,0
132,44,2025-01-19T10:56:00,1,8,1,0
203,13,2025-01-05T06:29:00,0,3,3,1
56,8,2025-01-11T17:44:00,3,8,2,1
224,40,2025-01-18T05:07:00,0,5,0,0
393,13,2025-01-10T21:50:00,1,5,1,0
129,12,2025-01-17T06:25:00,0,6,1,0
259,5,2025-01-11T14:01:00,2,8,0,0
36,16,2025-01-28T17:10:00,0,4,2,1
351,5,2025-01-19T23:44:00,1,5,0,0
20,10,2025-01-06T01:22:00,1,5,1,1
291,8,2025-01-11T13:14:00,2,6,0,0
244,37,2025-01-30T16:16:00,0,7,0,1
252,40,2025-01-12T17:06:00,0,12,0,1
275,24,2025-01-11T12:29:00,3,11,2,0
452,11,2025-01-18T02:02:00,1,2,0,0
451,35,2025-01-11T15:55:00,3,7,0,0
453,27,2025-01-22T07:04:00,1,2,0,1
205,9,2025-01-25T10:49:00,2,9,1,0
338,40,2025-01-17T20:56:00,4,6,1,0
110,26,2025-01-07T18:22:00,0,5,0,0
446,40,2025-01-20T02:08:00,3,8,0,1
265,28,2025-01-09T12:57:00,2,6,1,1
382,44,2025-01-26T23:20:00,2,2,0,1
163,30,2025-01-12T12:22:00,2,5,1,0
314,34,2025-01-29T22:02:00,4,5,1,1
442,4,2025-01-16T10:05:00,3,5,1,1
110,20,2025-01-04T08:06:00,0,9,0,0
361,12,2025-01-14T12:28:00,0,10,2,1
61,35,2025-01-29T11:20:00,0,7,0,0
435,16,2025-01-06T11:49:00,1,4,0,1
196,31,2025-01-18T14:22:00,0,5,0,0
226,38,2025-01-27T08:40:00,3,13,3,1
454,22,2025-01-05T04:51:00,2,6,1,1
77,8,2025-01-10T07:19:00,3,7,0,1
309,32,2025-01-02T01:25:00,0,2,1,1
263,18,2025-01-25T00:27:00,2,6,0,0
359,20,2025-01-13T07:23:00,0,6,2,0
235,43,2025-01-04T23:38:00,1,6,2,1
294,2,2025-01-15T02:38:00,0,9,0,0
357,25,2025-01-16T14:36:00,0,7,2,0
68,23,2025-01-13T05:43:00,0,3,0,0
44,43,2025-01-15T20:00:00,4,4,1,0
125,5,2025-01-09T09:26:00,1,7,1,0
5,47,2025-01-01T22:41:00,1,3,1,0
495,30,2025-01-30T01:13:00,4,5,1,0
103,48,2025-01-05T00:38:00,3,12,1,1
108,4,2025-01-04T22:44:00,0,7,1,1
254,39,2025-01-09T19:13:00,0,5,0,0
260,1,2025-01-04T22:53:00,2,8,1,0
359,8,2025-01-04T18:46:00,3,13,1,1
429,38,2025-01-14T20:05:00,0,2,0,0
377,16,2025-01-25T11:30:00,6,11,0,1
32,5,2025-01-23T19:29:00,0,9,0,1
392,46,2025-01-21T15:04:00,5,10,2,0
186,45,2025-01-28T21:22:00,1,5,0,1
381,31,2025-01-18T04:37:00,0,5,0,1
301,11,2025-01-03T06:38:00,1,3,1,0
484,26,2025-01-22T10:24:00,3,5,1,1
487,2,2025-01-07T16:17:00,2,4,1,1
223,43,2025-01-09T04:43:00,4,14,1,1
139,22,2025-01-10T08:00:00,3,8,0,1
117,13,2025-01-23T11:25:00,0,2,0,0
341,4,2025-01-17T09:58:00,2,6,0,1
121,34,2025-01-23T19:49:00,2,4,1,1
323,20,2025-01-29T11:32:00,1,6,1,0
414,45,2025-01-07T03:57:00,0,10,2,1
108,21,2025-01-11T22:58:00,5,6,0,0
144,36,2025-01-16T20:11:00,0,3,1,1
324,37,2025-01-11T18:02:00,1,2,1,0
456,2,2025-01-15T14:22:00,1,5,1,1
252,30,2025-01-28T18:11:00,5,5,0,1
99,50,2025-01-13T21:41:00,1,3,1,0
2,21,2025-01-17T13:01:00,3,4,1,1
161,39,2025-01-25T17:47:00,3,13,1,1
152,47,2025-01-04T02:09:00,1,4,1,0
217,45,2025-01-01T19:55:00,1,7,0,0
216,6,2025-01-18T02:38:00,0,6,1,1
305,29,2025-01-15T15:04:00,3,9,0,1
84,38,2025-01-07T04:23:00,1,6,1,1
73,21,2025-01-18T09:37:00,0,3,0,0
429,49,2025-01-02T21:43:00,0,2,1,0
371,46,2025-01-07T08:02:00,0,5,1,1
366,16,2025-01-05T12:20:00,2,0,0,0
253,26,2025-01-26T03:24:00,3,9,1,0
46,14,2025-01-21T17:52:00,3,12,1,1
350,36,2025-01-02T10:27:00,5,11,1,1
120,10,2025-01-07T14:22:00,0,4,1,1
392,19,2025-01-23T17:38:00,5,10,0,1
19,14,2025-01-11T18:40:00,1,5,0,0
461,11,2025-01-19T09:49:00,2,10,2,1
285,24,2025-01-24T14:01:00,0,8,1,1
460,17,2025-01-19T04:51:00,3,9,2,1
263,50,2025-01-19T19:07:00,2,8,0,0
106,13,2025-01-27T06:49:00,1,3,0,0
156,24,2025-01-22T10:34:00,4,10,0,1
262,2,2025-01-15T10:29:00,5,10,1,0
199,47,2025-01-16T05:33:00,0,5,1,0
306,19,2025-01-12T15:26:00,2,7,1,1
6,18,2025-01-01T08:00:00,1,8,0,1
111,42,2025-01-10T00:23:00,5,9,0,1
153,50,2025-01-02T22:13:00,3,6,0,0
410,14,2025-01-06T19:25:00,4,6,0,0
244,12,2025-01-01T23:40:00,4,12,0,0
140,18,2025-01-02T08:38:00,1,2,0,1
348,25,2025-01-02T16:39:00,4,9,0,1
460,3,2025-01-31T05:11:00,5,11,0,1
411,18,2025-01-02T10:39:00,0,0,1,0
333,3,2025-01-26T23:10:00,3,5,2,1
435,48,2025-01-03T11:39:00,1,7,0,1
192,43,2025-01-18T05:31:00,1,2,0,1
298,26,2025-01-18T06:26:00,0,5,0,0
254,44,2025-01-26T00:18:00,0,9,1,1
474,23,2025-01-30T17:01:00,0,6,1,1
260,41,2025-01-07T22:26:00,0,2,1,0
72,14,2025-01-19T08:55:00,3,9,1,1
54,37,2025-01-01T12:24:00,1,9,2,0
404,22,2025-01-23T14:18:00,4,12,1,0
337,26,2025-01-11T07:17:00,0,2,0,0
330,30,2025-01-08T10:04:00,4,3,1,0
259,7,2025-01-23T20:53:00,2,7,1,1
423,14,2025-01-25T23:58:00,0,0,1,1
107,12,2025-01-04T13:55:00,4,10,2,1
6,45,2025-01-28T12:41:00,1,8,1,1
245,41,2025-01-29T07:31:00,0,2,2,1
131,45,2025-01-22T21:17:00,3,5,0,0
318,23,2025-01-23T15:32:00,3,7,2,1
130,35,2025-01-05T12:32:00,4,11,0,0
384,22,2025-01-12T07:38:00,0,2,0,0
232,14,2025-01-29T06:20:00,1,6,2,0
479,33,2025-01-21T13:26:00,3,8,0,0
275,42,2025-01-03T13:12:00,1,7,0,0
438,11,2025-01-03T03:29:00,1,8,1,0
102,31,2025-01-23T11:06:00,2,9,0,1
193,3,2025-01-15T02:10:00,2,9,0,0
228,45,2025-01-06T14:48:00,2,7,0,0
225,32,2025-01-18T00:30:00,2,3,0,0
279,7,2025-01-20T09:14:00,0,5,0,1
135,43,2025-01-17T14:38:00,0,5,1,1
13,11,2025-01-05T06:20:00,0,3,0,1
135,31,2025-01-04T08:59:00,4,8,0,1
104,10,2025-01-15T00:03:00,4,12,1,0
58,34,2025-01-13T10:25:00,1,5,1,0
441,31,2025-01-11T01:15:00,2,10,0,1
325,41,2025-01-25T23:21:00,2,6,0,1
390,5,2025-01-23T01:45:00,0,4,0,0
430,41,2025-01-17T19:05:00,5,7,0,1
165,50,2025-01-19T07:02:00,4,9,1,0
444,15,2025-01-07T03:04:00,0,5,0,0
326,11,2025-01-12T07:36:00,0,3,1,1
34,36,2025-01-05T04:40:00,1,1,1,1
144,30,2025-01-30T22:09:00,3,1,0,1
158,31,2025-01-24T14:37:00,0,5,1,0
350,39,2025-01-28T14:38:00,0,1,0,0
176,35,2025-01-24T20:41:00,1,5,0,0
305,33,2025-01-11T16:51:00,0,11,2,1
157,13,2025-01-16T13:54:00,0,4,0,0
394,40,2025-01-07T16:07:00,2,2,1,0
284,21,2025-01-10T15:19:00,2,3,1,0
327,16,2025-01-10T16:42:00,0,2,0,0
192,16,2025-01-19T03:45:00,0,5,0,1
311,5,2025-01-12T19:50:00,3,10,0,1
416,17,2025-01-23T20:43:00,0,7,0,0
102,18,2025-01-03T15:41:00,4,8,0,1
161,8,2025-01-07T16:37:00,2,9,1,0
143,7,2025-01-26T07:05:00,0,4,2,1
21,43,2025-01-27T02:50:00,2,7,2,1
124,15,2025-01-11T08:46:00,0,2,0,0
78,2,2025-01-26T12:47:00,0,2,2,1
278,40,2025-01-02T03:02:00,2,6,0,0
249,8,2025-01-05T16:30:00,2,10,1,0
470,15,2025-01-14T01:15:00,3,9,0,1
198,29,2025-01-11T01:04:00,2,12,0,1
455,25,2025-01-29T07:48:00,2,6,1,0
224,34,2025-01-16T21:52:00,0,8,0,0
191,10,2025-01-04T20:29:00,0,2,0,1
161,23,2025-01-19T18:28:00,1,10,1,0
492,2,2025-01-26T23:17:00,2,11,0,1
177,24,2025-01-18T16:07:00,4,9,0,1
179,15,2025-01-13T13:57:00,0,12,0,0
331,34,2025-01-28T14:22:00,0,4,1,1
118,6,2025-01-08T13:24:00,4,11,1,0
232,10,2025-01-14T16:12:00,3,10,1,1
86,34,2025-01-04T08:56:00,2,8,2,0
489,48,2025-01-09T08:10:00,1,9,0,1
493,13,2025-01-28T18:14:00,1,4,2,1
64,50,2025-01-22T09:12:00,0,4,1,1
403,1,2025-01-16T03:30:00,4,4,0,0
30,26,2025-01-07T11:24:00,3,10,1,0
189,37,2025-01-14T01:02:00,0,5,0,0
311,49,2025-01-03T06:10:00,3,9,2,0
347,49,2025-01-19T07:27:00,0,3,1,0
267,23,2025-01-28T21:23:00,0,2,0,0
86,33,2025-01-24T01:50:00,2,7,3,1
60,39,2025-01-20T02:27:00,0,6,2,0
111,28,2025-01-30T09:21:00,2,3,0,1
407,20,2025-01-19T08:55:00,2,7,1,1
239,46,2025-01-22T12:07:00,1,7,2,1
75,41,2025-01-05T22:37:00,1,6,0,0
222,5,2025-01-28T13:26:00,0,10,0,0
434,31,2025-01-04T10:00:00,1,7,1,0
75,48,2025-01-26T21:24:00,1,6,1,1
207,22,2025-01-29T05:28:00,0,6,0,0
64,29,2025-01-23T12:29:00,0,6,0,0
260,5,2025-01-08T07:28:00,3,6,0,0
137,10,2025-01-07T19:19:00,2,5,0,1
23,20,2025-01-01T21:13:00,3,7,0,0
78,28,2025-01-26T05:31:00,0,1,1,1
20,17,2025-01-23T07:11:00,2,4,1,0
59,6,2025-01-22T06:00:00,2,4,0,0
490,17,2025-01-27T14:17:00,0,2,1,0
270,10,2025-01-28T04:11:00,0,4,0,0
12,28,2025-01-23T07:59:00,1,13,0,0
27,38,2025-01-15T00:03:00,2,4,1,0
113,16,2025-01-22T11:11:00,5,6,0,0
205,27,2025-01-27T02:50:00,1,7,1,0
34,50,2025-01-15T14:55:00,2,6,0,1
16,22,2025-01-18T04:33:00,3,9,1,0
302,14,2025-01-19T18:42:00,0,5,1,1
307,21,2025-01-28T08:12:00,1,6,2,1
277,28,2025-01-23T18:06:00,5,5,1,1
27,1,2025-01-22T18:41:00,2,8,1,0
424,45,2025-01-17T14:12:00,1,4,1,1
299,6,2025-01-03T03:09:00,0,1,1,1
252,7,2025-01-13T11:59:00,0,2,0,0
34,30,2025-01-28T22:05:00,2,5,1,0
115,45,2025-01-14T05:52:00,5,11,0,0
184,33,2025-01-15T06:40:00,1,10,0,1
434,20,2025-01-16T04:44:00,2,10,0,1
449,8,2025-01-08T01:18:00,3,10,1,0
353,21,2025-01-27T16:43:00,2,10,0,1
344,36,2025-01-28T01:53:00,0,9,2,0
201,13,2025-01-17T00:55:00,2,7,1,1
255,30,2025-01-31T07:04:00,5,8,1,0
382,46,2025-01-20T13:19:00,0,0,1,0
446,11,2025-01-12T17:43:00,0,6,1,0
123,33,2025-01-28T19:38:00,0,5,1,1
5,41,2025-01-17T18:00:00,1,0,0,0
423,33,2025-01-10T12:19:00,2,9,0,0
272,26,2025-01-25T09:31:00,4,8,0,0
410,3,2025-01-22T00:55:00,4,8,0,1
146,22,2025-01-02T03:34:00,0,7,1,0
476,30,2025-01-29T00:55:00,0,2,1,0
457,42,2025-01-03T02:16:00,3,3,0,1
118,3,2025-01-11T10:15:00,4,8,0,0
411,18,2025-01-25T16:38:00,2,3,0,0
407,50,2025-01-30T11:04:00,2,2,0,0
274,43,2025-01-26T11:19:00,1,7,1,1
169,12,2025-01-26T03:21:00,1,5,0,1
246,2,2025-01-05T20:38:00,4,12,0,1
213,11,2025-01-20T17:47:00,2,8,2,1
278,45,2025-01-26T07:18:00,1,5,1,0
489,16,2025-01-04T08:04:00,2,1,3,1
232,22,2025-01-06T20:38:00,0,4,0,0
315,18,2025-01-05T02:57:00,1,7,1,1
129,47,2025-01-02T03:54:00,4,6,2,0
84,10,2025-01-16T21:39:00,3,12,0,0
324,23,2025-01-02T16:32:00,0,7,1,0
416,26,2025-01-10T23:57:00,3,11,0,0
500,48,2025-01-11T15:40:00,4,2,1,0
165,42,2025-01-18T02:54:00,2,7,0,1
341,24,2025-01-30T20:34:00,0,9,1,0
69,7,2025-01-28T09:30:00,0,4,0,0
283,47,2025-01-16T20:08:00,4,12,1,1
275,28,2025-01-14T16:31:00,2,7,2,0
357,17,2025-01-18T14:36:00,3,7,2,0
187,5,2025-01-24T00:15:00,1,8,3,1
365,6,2025-01-07T14:06:00,4,7,1,1
136,50,2025-01-16T12:34:00,1,7,0,1
26,18,2025-01-15T12:13:00,3,4,0,0
282,37,2025-01-26T04:26:00,1,9,0,1
21,20,2025-01-20T10:56:00,3,9,0,1
484,38,2025-01-01T12:22:00,3,10,0,0
136,11,2025-01-28T05:22:00,5,7,1,1
471,37,2025-01-06T01:27:00,1,5,1,1
491,44,2025-01-24T12:42:00,2,10,0,0
374,50,2025-01-09T20:51:00,0,5,0,1
423,34,2025-01-14T15:42:00,0,7,0,0
128,40,2025-01-07T00:08:00,1,3,0,1
303,13,2025-01-12T20:16:00,1,2,1,0
128,9,2025-01-03T03:54:00,2,9,1,1
495,14,2025-01-13T22:03:00,4,8,0,0
8,27,2025-01-06T04:49:00,0,7,1,1
189,21,2025-01-20T01:03:00,0,7,0,0
75,14,2025-01-19T01:07:00,0,9,1,0
486,18,2025-01-21T05:48:00,2,7,0,0
31,48,2025-01-22T05:04:00,0,4,1,1
91,28,2025-01-01T23:02:00,0,5,2,1
115,29,2025-01-10T11:27:00,1,3,0,1
113,29,2025-01-07T09:48:00,3,8,0,0
261,42,2025-01-07T22:02:00,4,12,0,1
338,34,2025-01-15T10:50:00,1,5,0,0
145,17,2025-01-12T10:50:00,2,2,0,0
272,12,2025-01-29T21:25:00,0,5,1,0
395,36,2025-01-20T10:27:00,1,5,1,1
392,28,2025-01-12T18:20:00,1,3,1,0
309,37,2025-01-27T00:03:00,0,7,0,0
440,22,2025-01-17T13:48:00,0,5,0,0
9,45,2025-01-04T19:18:00,5,13,1,1
212,35,2025-01-04T15:18:00,6,16,0,1
110,14,2025-01-18T05:05:00,3,9,1,0
330,38,2025-01-21T19:20:00,2,6,2,1
129,39,2025-01-25T18:25:00,1,0,1,1
86,43,2025-01-01T14:56:00,4,7,2,0
52,6,2025-01-24T06:10:00,0,1,0,1
183,49,2025-01-21T22:05:00,0,4,0,0
342,18,2025-01-10T02:18:00,2,8,0,0
108,13,2025-01-07T08:51:00,1,7,0,1
372,47,2025-01-10T15:00:00,0,8,1,0
353,5,2025-01-08T13:44:00,1,6,0,0
458,27,2025-01-06T06:32:00,3,8,1,1
359,11,2025-01-13T10:41:00,1,1,1,0
303,38,2025-01-16T08:30:00,2,5,2,0
489,29,2025-01-20T16:05:00,3,13,0,0
475,47,2025-01-02T05:52:00,2,9,1,1
298,8,2025-01-07T02:28:00,3,6,0,0
246,26,2025-01-30T21:35:00,0,2,1,0
119,9,2025-01-12T06:40:00,3,6,0,0
283,6,2025-01-16T18:24:00,1,5,0,0
23,28,2025-01-23T15:45:00,2,5,1,0
266,10,2025-01-29T18:29:00,0,6,0,0
236,11,2025-01-13T21:48:00,3,7,1,1
341,45,2025-01-02T10:26:00,4,5,1,0
327,38,2025-01-05T00:32:00,3,8,1,0
276,42,2025-01-18T05:49:00,4,10,1,1
181,21,2025-01-18T14:01:00,0,0,0,0
82,6,2025-01-26T04:07:00,3,4,0,0
467,50,2025-01-04T19:40:00,4,13,0,1
195,31,2025-01-03T04:06:00,0,4,1,0
454,16,2025-01-18T12:45:00,0,7,0,0
208,25,2025-01-26T22:56:00,3,10,1,0
190,43,2025-01-03T13:31:00,0,9,1,1
366,3,2025-01-29T18:41:00,0,5,1,1
236,40,2025-01-17T11:50:00,2,6,0,0
474,34,2025-01-09T17:48:00,2,7,1,0
130,34,2025-01-06T23:43:00,5,5,0,0
493,42,2025-01-09T09:49:00,0,4,1,1
368,49,2025-01-09T21:00:00,1,5,0,1
357,26,2025-01-29T12:11:00,0,0,0,0
158,27,2025-01-14T21:02:00,2,8,0,1
372,34,2025-01-20T22:38:00,2,9,1,0
421,25,2025-01-14T14:31:00,4,7,2,1
149,3,2025-01-09T19:48:00,0,6,0,0
151,13,2025-01-02T09:24:00,0,2,0,0
263,37,2025-01-25T11:17:00,0,4,1,0
285,45,2025-01-24T03:11:00,0,4,0,1
313,45,2025-01-04T03:12:00,1,3,0,0
150,16,2025-01-10T15:31:00,3,6,1,0
132,38,2025-01-15T16:08:00,2,5,0,0
47,7,2025-01-28T15:12:00,0,5,1,1
500,13,2025-01-12T07:20:00,0,2,1,1
166,15,2025-01-03T02:49:00,4,5,0,0
314,49,2025-01-24T07:28:00,0,5,1,0
440,27,2025-01-26T11:31:00,1,2,3,1
14,2,2025-01-28T00:10:00,4,12,1,1
474,1,2025-01-12T10:56:00,1,3,0,0
422,39,2025-01-06T18:44:00,6,9,2,0
201,24,2025-01-29T02:00:00,2,5,1,1
64,34,2025-01-30T10:16:00,2,4,0,0
245,22,2025-01-02T12:48:00,0,2,0,0
483,14,2025-01-28T22:32:00,1,4,1,1
40,6,2025-01-12T22:41:00,4,7,1,0
209,48,2025-01-03T06:48:00,3,4,1,0
203,28,2025-01-21T03:32:00,5,8,0,0
219,50,2025-01-02T03:37:00,6,8,1,0
185,25,2025-01-19T10:32:00,2,6,1,1
234,5,2025-01-15T21:56:00,3,7,2,1
175,23,2025-01-03T16:51:00,2,3,1,1
434,32,2025-01-20T15:38:00,2,2,1,1
136,19,2025-01-03T04:03:00,3,9,0,0
400,13,2025-01-16T22:13:00,1,9,0,0
70,27,2025-01-03T10:22:00,2,11,0,1
190,29,2025-01-02T03:43:00,1,5,0,0
412,19,2025-01-14T08:07:00,0,1,0,0
414,11,2025-01-19T16:01:00,2,2,0,0
294,25,2025-01-31T05:22:00,1,9,0,0
348,49,2025-01-22T02:17:00,4,10,2,1
327,37,2025-01-12T15:06:00,3,11,0,0
292,40,2025-01-10T04:23:00,6,9,2,1
115,19,2025-01-07T18:19:00,2,3,0,1
319,45,2025-01-02T09:04:00,4,8,0,0
498,2,2025-01-30T13:09:00,0,6,0,1
267,39,2025-01-11T08:43:00,0,8,2,0
267,9,2025-01-31T05:54:00,4,5,2,0
460,23,2025-01-19T21:04:00,2,6,1,1
175,2,2025-01-26T07:55:00,3,3,0,1
76,28,2025-01-13T10:35:00,4,11,0,0
473,14,2025-01-02T00:18:00,0,2,2,0
393,13,2025-01-25T09:16:00,1,8,1,0
398,18,2025-01-19T11:27:00,0,4,1,0
321,3,2025-01-02T16:10:00,2,5,1,0
264,28,2025-01-28T15:47:00,0,8,1,0
391,25,2025-01-24T06:23:00,2,8,1,0
422,2,2025-01-03T12:20:00,3,7,2,1
323,39,2025-01-04T15:54:00,3,5,0,0
268,13,2025-01-27T20:12:00,4,7,0,1
327,18,2025-01-13T15:02:00,4,9,0,1
366,29,2025-01-07T16:37:00,1,0,0,1
10,36,2025-01-05T12:33:00,1,2,0,0
25,11,2025-01-27T01:35:00,1,2,1,0
269,44,2025-01-25T14:45:00,1,13,1,1
68,21,2025-01-17T14:53:00,1,4,0,1
279,6,2025-01-22T11:05:00,5,10,1,1
309,11,2025-01-01T08:30:00,0,6,0,0
163,9,2025-01-22T14:53:00,0,5,0,1
39,43,2025-01-26T03:29:00,1,8,3,0
166,4,2025-01-07T17:50:00,3,6,2,1
146,4,2025-01-12T02:19:00,0,6,1,0
475,10,2025-01-22T09:56:00,1,2,0,1
427,11,2025-01-30T10:01:00,3,9,1,1
322,13,2025-01-13T05:11:00,0,4,1,0
252,47,2025-01-28T22:27:00,0,6,1,0
125,8,2025-01-24T18:50:00,3,12,0,1
385,29,2025-01-02T09:01:00,0,5,0,0
475,8,2025-01-21T23:25:00,1,6,1,0
266,50,2025-01-08T00:03:00,2,6,1,1
338,11,2025-01-09T13:05:00,2,9,0,0
448,43,2025-01-17T23:48:00,3,8,3,0
208,37,2025-01-08T04:12:00,1,2,1,0
72,21,2025-01-27T04:15:00,0,6,0,0
396,44,2025-01-13T13:17:00,2,11,0,0
488,11,2025-01-07T02:34:00,2,6,0,0
374,15,2025-01-26T00:19:00,0,6,0,0
332,9,2025-01-14T21:38:00,3,6,0,0
332,6,2025-01-14T05:43:00,0,8,0,0
19,45,2025-01-31T03:15:00,0,6,1,1
200,31,2025-01-10T06:04:00,0,3,1,1
195,50,2025-01-04T21:11:00,2,6,0,0
273,32,2025-01-18T19:56:00,0,3,0,0
433,10,2025-01-07T05:26:00,0,8,0,0
273,21,2025-01-25T04:46:00,4,9,0,0
357,18,2025-01-02T16:39:00,0,0,1,0
170,44,2025-01-22T02:46:00,1,5,1,0
399,48,2025-01-16T22:14:00,2,5,1,1
202,13,2025-01-07T17:18:00,0,9,0,0
69,44,2025-01-25T13:51:00,1,0,1,0
482,13,2025-01-26T04:34:00,6,9,1,1
